Non-stiff Problem:
     x                    R[0]                     V[1]       P[2]
  3.3333333e-14,   5.49288791316563752e-05,   2.26915651273016834e-02,   1.08055001764947818e+01,  -1.33915190805354796e+04
  2.0000000e-13,   5.49288791354382824e-05,   2.26912415348008260e-02,   1.08055001742628747e+01,  -1.33913281074222468e+04
  1.0333333e-12,   5.49288791543469783e-05,   2.26896235720647800e-02,   1.08055001631038294e+01,  -1.33903732417216743e+04
  5.2000000e-12,   5.49288792488702174e-05,   2.26815337525914131e-02,   1.08055001073205581e+01,  -1.33855989098591890e+04
  2.6033333e-11,   5.49288797209808289e-05,   2.26410845103958494e-02,   1.08054998287025761e+01,  -1.33617271665533099e+04
  1.3020000e-10,   5.49288820688933427e-05,   2.24388346786238251e-02,   1.08054984430726737e+01,  -1.32423663500086095e+04
  6.5103333e-10,   5.49288934924232504e-05,   2.14274949905601357e-02,   1.08054917014344714e+01,  -1.26455097444278672e+04
  3.2552000e-09,   5.49289427068195077e-05,   1.63685321507839911e-02,   1.08054626574415753e+01,  -9.65991083369986154e+03
  1.6276033e-08,   5.49289908922506642e-05,  -8.98303872390352788e-03,   1.08054342207957266e+01,   5.30133354667330877e+03
  8.1380200e-08,   5.49242461258116172e-05,  -1.37178475852279436e-01,   1.08082348249596070e+01,   8.09837522327710176e+04
  4.0690103e-07,   5.47708097795558484e-05,  -8.16654371284234903e-01,   1.08993249269551278e+01,   4.87539697594588506e+05
  1.3490518e-06,   5.29168880515229562e-05,  -3.25709773093280930e+00,   1.20854881586984284e+01,   2.23162873942541471e+06
  1.9599400e-06,   5.02948221873034793e-05,  -5.43516787461502915e+00,   1.40759350581977607e+01,   4.56339639189321734e+06
  2.4428779e-06,   4.71351707595957421e-05,  -7.77197189897366680e+00,   1.71006190138397720e+01,   8.45900385776542313e+06
  2.8181026e-06,   4.37753812979386103e-05,  -1.02716265185689650e+01,   2.13480038696043266e+01,   1.50275371336993873e+07
  3.1112365e-06,   4.03880159215479209e-05,  -1.29926907945938179e+01,   2.71825083012308646e+01,   2.62335683484971114e+07
  3.3405644e-06,   3.70843441373692288e-05,  -1.59930541404193800e+01,   3.51135935602914770e+01,   4.54294351919144690e+07
  3.5201272e-06,   3.39302283584282181e-05,  -1.93368900230220717e+01,   4.58444469606207221e+01,   7.83804653195257932e+07
  3.6607945e-06,   3.09618273018135663e-05,  -2.30957911062752252e+01,   6.03347244962164879e+01,   1.35018987720178306e+08
  3.7710286e-06,   2.81958408781980115e-05,  -2.73504014958280308e+01,   7.98899101574031647e+01,   2.32483343310410649e+08
  3.8574348e-06,   2.56364731684255699e-05,  -3.21921905352915800e+01,   1.06285066752346651e+02,   4.00392335264171362e+08
  3.9251766e-06,   2.32801079910522856e-05,  -3.77254700899769517e+01,   1.41935853613042781e+02,   6.90022159978669286e+08
  3.9782940e-06,   2.11184265614889949e-05,  -4.40697018852948901e+01,   1.90135150354458574e+02,   1.19031586510097289e+09
  4.0199499e-06,   1.91404687060397188e-05,  -5.13621472505405521e+01,   2.55381468766360513e+02,   2.05589645770243716e+09
  4.0526214e-06,   1.73339811206131770e-05,  -5.97609179415665537e+01,   3.43836619306293358e+02,   3.55625032392019510e+09
  4.0782491e-06,   1.56862863944472830e-05,  -6.94484941921582219e+01,   4.63966544650741014e+02,   6.16241035091748905e+09
  4.0983539e-06,   1.41848312784950089e-05,  -8.06357832385917419e+01,   6.27443410118111274e+02,   1.07003861701486912e+10
  4.1141274e-06,   1.28175213316546981e-05,  -9.35667982144228887e+01,   8.50422885862602129e+02,   1.86240407562858124e+10
  4.1265039e-06,   1.15729143368248730e-05,  -1.08524041112409734e+02,   1.15536410394553650e+03,   3.25029922110669136e+10
  4.1362158e-06,   1.04403211915798501e-05,  -1.25834674396086839e+02,   1.57364043558676394e+03,   5.69001264027047119e+10
  4.1438372e-06,   9.40984700048827841e-06,  -1.45877560154535814e+02,   2.14931168358483592e+03,   9.99600772669494324e+10
  4.1498185e-06,   8.47239428902522497e-06,  -1.69091229533502428e+02,   2.94461560497724349e+03,   1.76305064246399536e+11
  4.1545125e-06,   7.61964284018078419e-06,  -1.95982816354917645e+02,   4.04802551334331247e+03,   3.12354577801744080e+11
  4.1581963e-06,   6.84401568869882101e-06,  -2.27137940061193063e+02,   5.58616933531508221e+03,   5.56178296501407104e+11
  4.1610871e-06,   6.13863739139709220e-06,  -2.63231451117482777e+02,   7.74160742316490268e+03,   9.95905651067190430e+11
  4.1633551e-06,   5.49728833929545951e-06,  -3.05038854861893867e+02,   1.07795724366426402e+04,   1.79444203888842627e+12
  4.1651341e-06,   4.91435731628613840e-06,  -3.53448105787496047e+02,   1.50885287576408045e+04,   3.25557030061779297e+12
  4.1665290e-06,   4.38479336963606575e-06,  -4.09471330901640499e+02,   2.12422095447685024e+04,   5.95107345797904004e+12
  4.1676221e-06,   3.90405740993506212e-06,  -4.74255910644974563e+02,   3.00952877034907724e+04,   1.09677188964638672e+13
  4.1684782e-06,   3.46807355630481930e-06,  -5.49094262569388889e+02,   4.29321052541935205e+04,   2.03921043994986211e+13
  4.1691482e-06,   3.07318015085756989e-06,  -6.35431679436891272e+02,   6.16996964270770768e+04,   3.82723496152318438e+13
  4.1696718e-06,   2.71608051727712978e-06,  -7.34871721708536256e+02,   8.93756400141689810e+04,   7.25453056765694062e+13
  4.1700806e-06,   2.39379392700590758e-06,  -8.49178977811887989e+02,   1.30552984115201150e+05,   1.38937836315637766e+14
  4.1704331e-06,   2.07024870152519817e-06,  -9.97531599203556652e+02,   2.27918638930128363e+05,   5.49103216953525188e+14
  4.1706698e-06,   1.81744905936716034e-06,  -1.14703350726088252e+03,   4.37100408406707866e+05,   1.37932012976057750e+15
  4.1708581e-06,   1.58620111663370471e-06,  -1.32095551006053097e+03,   8.63179645965257194e+05,   3.59419085497092050e+15
  4.1710039e-06,   1.38008078838455413e-06,  -1.51863796288560957e+03,   1.73129030110136815e+06,   9.52554081672926800e+15
  4.1711169e-06,   1.19653882559146386e-06,  -1.74320009609740009e+03,   3.53393429824910453e+06,   2.57423932953642280e+16
  4.1712045e-06,   1.03348506922804846e-06,  -1.99790295752120824e+03,   7.35142301491487958e+06,   7.10577744217366800e+16
  4.1712724e-06,   8.88726778369860434e-07,  -2.28690336436514463e+03,   1.56333163624469750e+07,   2.01141029254470336e+17
  4.1713252e-06,   7.59780888455889686e-07,  -2.61641563782855155e+03,   3.42334462867803872e+07,   5.89439176230977536e+17
  4.1713669e-06,   6.43023631457881963e-07,  -2.99950065693310125e+03,   7.88420264927749485e+07,   1.83886484640421325e+18
  4.1714033e-06,   5.25525062629465920e-07,  -3.50227292175501270e+03,   2.16234648246667504e+08,   7.20529625656964198e+18
  4.1714220e-06,   4.56783353003507436e-07,  -3.86793313206213134e+03,   4.35854071015608251e+08,   1.84535446721116365e+19
  4.1714345e-06,   4.06628987212919162e-07,  -4.17000986886076862e+03,   7.79651957027466893e+08,   3.99769379129232753e+19
  4.1714449e-06,   3.61550865624288289e-07,  -4.45649895036271573e+03,   1.40296042026333928e+09,   8.64648965714437243e+19
  4.1714533e-06,   3.23388520470548948e-07,  -4.68348351399614694e+03,   2.45058319101494646e+09,   1.77453206410890609e+20
  4.1714604e-06,   2.89663913785631762e-07,  -4.81745823146427665e+03,   4.25030871603696060e+09,   3.53438653140097761e+20
  4.1714679e-06,   2.53492929063324302e-07,  -4.72951920439307105e+03,   8.28062656004557037e+09,   7.72474847421869720e+20
  4.1714709e-06,   2.39611773878255944e-07,  -4.53992147193803430e+03,   1.09736644378462257e+10,   1.03958945758094636e+21
  4.1714742e-06,   2.25057420396595189e-07,  -4.13926749338826903e+03,   1.50115578389477177e+10,   1.38046666664837880e+21
